Date (dd/mm/yyyy),Date (mm/dd/yyyy),Title,English Title,Link,Sentiment,Kurds in Turkey,Kurds in Syria,Kurds in Iraq,Kurds in Iran,Turkey's National Security,Independence or Autonomy,PKK/SDF/YPG/YPJ/YBS/QSD,Which group?,ISIS/Daesh,Undefined terrorism or national security threat,Full Text
2000-10-06,6/10/2000,Suriye Devlet Başkanı Hafız Esad'ın Vefatı No:94 - 10 Haziran 2000,"The Passing Away of Hafez Assad, President of Syria No:94 - June 10, 2000",https://www.mfa.gov.tr/the-passing-away-of-hafez-assad_-president-of-syria_br_no_94--__june-10_-2000.en.mfa,,0,0,0,0,0,0,0,0,0,0,"It is with sorrow that we have learned the demise of Hafez Assad , President of Syria today. 
 
 Turkey sincerely shares this sad loss of the friendly and brotherly people of Syria. 
 
 While extending heartfelt condolences and sympathy to the grieved family of the deceased and to the Syrian people , we reiterate our confidence that the recent positive steps taken as regards the Turkish-Syrian relations will continue in the period ahead."
24/06/2000,6/24/2000,KYB Genel Sekreteri Celal Talabani'nin Türkiye'ye ziyareti (Resmi Olmayan Çeviri) No:125 - 24 Temmuz 2000,"The of Secretary General of the PUK, Celal Talabani, to Turkey (Unofficial Translation) No:125 - July 24, 2000",https://www.mfa.gov.tr/the-of-secretary-general-of-the-puk_-celal-talabani_-to-turkey-_br__unofficial-translation__br_no_125--_july-24_-2000.en.mfa,,0,0,0,0,0,0,1,PUK,0,0,"Secretary-General of the PUK, Celal Talabani, is going to pay a visit to Turkey upon his own request on July 25-26, 2000. 
 
 During his visit, Mr. Talabani will be received by the Prime Minister of Turkey, H.E. Bülent Ecevit and will hold talks with the Deputy-Undersecretary of the Ministry of Foreign Affairs, Ambassador Uğur Ziyal."
17/8/2000,8/17/2000,"İran Dışişleri Bakan Yardımcısı Büyükelçi Muhsin Eminzade'nin Ziyareti (Gayri Resmi Çeviri) No:141 - Ağustos; 17, 2000","The Visit of Deputy Foreign Minister of İran, Ambassador Muhsin Eminzade (Unofficial Translation) No:141 - August; 17, 2000",https://www.mfa.gov.tr/the-visit-of-deputy-foreign-minister-of-iran_-ambassador-muhsin-eminzade-_br__unofficial-translation_-_br_no_141--_august_-17_-2000.en.mfa,,0,0,0,0,0,0,0,0,0,0,"The Deputy Foreign Minister of Iran, Ambassador Muhsin Eminzade is going to pay a visit to Ankara on August 21-23, 2000 to hold talks with the Under-Secretary of the Foreign Ministry of Turkey, Ambassador Faruk Loğoğlu, within the framework of the existing political consultation mechanism. 
 
 During the political consultations, views will be exchanged on regional and international matters."
2000-06-09,9/6/2000,MEDA Programı (Resmi Olmayan Çeviri) No:155 Kapsamında AB Fonlarının Türkiye'ye Tahsisi - 6 Eylül 2000,"The Allocation of EU funds to Turkey Under the MEDA Program (Unofficial Translation) No:155 - September 6, 2000",https://www.mfa.gov.tr/the-allocation-of-eu-funds-to-turkey-under-the-meda-program_br__unofficial-translation__br_no_155--_september-6_-2000.en.mfa,,0,0,0,0,0,0,0,0,0,0,"The European Parliament at its Plenary Session in Strasbourg on 5 September 2000 approved the insertion of a paragraph which establishes a link between the allocation of EU funds to Turkey under the MEDA Program and a solution to the South-east problem into a report on the MEDA Regulation. 
 
 The Plenary Session also adopted on 6 September an ""amendment concerning the linkage between EU funds destined to Turkey and the resolution of the southeastern problem"" to the Regulation on the implementation of the measures to promote economic and social development in Turkey which amounts o 135 million Euro. 
 
 The Plenary session's agenda of 7 September under emergency issues, includes a draft resolution condemning Turkish air operations of 15 August in Northern Iraq. 
 
 These endeavors of the EP based on insufficient and inaccurate information do not reflect a constructive attitude on the eve of the drawing up of the Accession Partnership document for Turkey. 
 
 It has become important and urgent for the EU Commission and the Council to take all necessary measures to prevent further obstacles to the fulfillment of EU's financial commitments to Turkey, which have not been implemented for a long time. Turkey will continue its contacts and efforts in this direction."
2001-12-02,2/12/2001,Dışişleri Bakanı İsmail Cem'in İran Ziyaretine İlişkin Bilgi Notu 12-13 Şubat 2001,Information Note on Foreign Minister İsmail Cem´s Visit to Iran 12-13 February 2001,https://www.mfa.gov.tr/information-note-on-foreign-minister-ismail-cem_s-visit-to-iran_br_12-13-february-2001-.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"H.E. Ismail Cem, Minister of Foreign Affairs, paid an official visit to Iran on 12-13 February 2001, upon the invitation of his Iranian counterpart, H.E. Mr. Harrazi. 
 
 Apart from his official talks with Minister Harrazi, Minister Cem was also received by President Khatami, Speaker of the Iranian Parliament Kerrubi, and First Deputy President (equivalent of Prime Minister) Habibi, during his visit. 
 
 The visit took place within the context of annual exchange of visits at Foreign Minister level between two countries. Minister Cem's visit was preceded by the official visit of Minister Harrazi in January 2000. Turkey and Iran both attach importance to these reciprocal visits. 
 
 During Foreign Minister Cem's visit, the bilateral relations and all related issues between Turkey and Iran, as well as international and regional matters of common concern were discussed. Both sides agreed to increase their efforts to enhance all aspects of their bilateral relations and in this context; to continue exchanging high level visits. On the occasion of the visit, Foreign Minister Cem expressed that Turkey welcomed and followed with close interest the reform process initiated by President Khatami. 
 
 An important aspect of Turkish-Iranian relations, namely security, was discussed at some length. Turkish side reiterated the emphasis it placed on this vital issue between the two neighbouring countries. Iranian side stressed that it defined PKK as a ""terrorist organization"". In this connection, cooperation achieved through the Turkish-Iranian High Commission for Security and the Joint Security Committee was reviewed and both sides affirmed their political will for the continuation and further strengthening of this cooperation. 
 
 Minister Cem was also accompanied by a group of businessmen and journalists. During the visit, Minister Cem addressed a joint meeting of the businessmen from both countries in the Iranian Chamber of Commerce. The main discussion was on possibilities to enhance the economic cooperation and to increase the overall trade volume between the two countries, which did not reflect their real potential. It was noted that the Turkey-Iran natural gas pipeline, once functional in July 2001, would increase bilateral trade volume more than two-fold, to nearly US$ 1,7 billion. This would, however, increase the trade imbalance, already in favour of Iran 2-to-5, to more than 2-to-7. During the visit, decision was also taken to establish Turkish-Iranian Business Council. 
 
 Also during the visit, activities of both Joint Economic and Joint Transport Commissions were reviewed. Of particular note was the recent meeting of the Joint Transport Commission, which convened prior to Minister Cem's visit. The Commission's decision to reestablish the passenger train links between Istanbul-Tehran and Damascus-Tehran was welcomed. 
 
 On the cultural side, a Cultural Exchange Programme, covering the years 2001-2003 between Turkey and Iran was signed, which envisaged cultural activities in various fields to be organized in Turkey and Iran during the prescribed period."
17/2/2001,2/17/2001,ABD ve İngiliz Uçaklarının Bağdat Çevresine Düzenlediği Saldırılar Hk. No:30 - 17 Şubat 2001,"Press Release Regarding The Strikes Conducted by the US and British aircraft Around Baghdad No:30 - February 17, 2001",https://www.mfa.gov.tr/press-release-regarding-the-strikes-conducted-by-the-us-and-british-aircraft-around-baghdad_br_no_30---february-17_-2001.en.mfa,,0,0,0,0,0,0,0,0,0,0,"The strikes conducted by the US and British aircraft to some targets around Baghdad on February 16th is a serious development. We regret that the strikes have caused civilian losses. 
 
 The incident has taken place in the No-Fly-Zone in southern Iraq. The Allied aircraft at İncirlik have not been engaged in the operation. 
 
 The Turkish Embassy staff in Baghdad have not been affected by the strikes and they continue to perform their duties as usual. 
 
 We maintain contacts with the US Government regarding the incident and the developments. 
 
 This incident has once again demonstrated the importance of and the priority for finding an early solution to the Iraqi problem, on the basis of the UN Security Council Resolutions. Therefore, it is our expectation that due care will be shown and necessary efforts will be deployed in order that a positive conclusion is reached at the talks expected to be held in the coming days between the Iraqi Government authorities and the UN Secretary-General."
24/08/2002,8/24/2002,Dışişleri Bakanı ve Başbakan Yardımcısı Sayın Şükrü Sina Gürel'in NTV'de Murat Akgün'e Yaptığı Açıklamalar-24 Ağustos 2002,Statements by the Minister of Foreign Affairs and Deputy Prime Minister Şükrü Sina Gürel to Murat Akgün on NTV-24 August 2002,https://www.mfa.gov.tr/disisleri-bakani-ve-basbakan-yardimcisi-sayin-sukru-sina-gurel_in-ntv_de-murat-akgun_e-yaptigi-aciklamalar-24-agustos-2002.tr.mfa,,0,0,1,0,0,0,0,-,,0,"MURAT AKGUN (NTV) : Welcome, sir. First of all, I would like to ask you a question about Northern Iraq. Mesut Barzani, the leader of the Iraqi Kurdistan Democratic Party, has had a series of harsh statements about Turkey in recent days. On some maps, Kirkuk-Mosul is shown as Kurdish land, some statements on the KDP website and finally official publications say, “If the Turkish army comes to Northern Iraq, this place will be their graveyard”, Ottoman examples are reminded. What will you say to all this?
 
 MINISTER: Of course, we have not yet been able to obtain official information on whether these are the official positions of the KDP or not. But I understand that this statement, which was published in the KDP's media organ, is probably being interpreted by the KDP now and it is said that there is a mistake in the translation. Therefore, they themselves admit that they may have used expressions that exceeded their purpose. But no matter what, we think that the Iraqi people should have a voice first and foremost about what will happen next in Iraq, and Turkey's basic principles regarding Iraq or all its neighbors or all its foreign policy have not changed at all. We always show our stance in favor of peace and cooperation. In addition, we always state the necessity of protecting the territorial integrity and independence of the countries in the region, and we follow a policy in this direction. But of course, here in Northern Iraq, if there is a social organization that has arisen from certain needs and there are political parties that organize it, they should not forget that Turkey always considers the whole of the Iraqi people to be authorized to make decisions about their future, and in Iraq there are no regional or regional or national organizations. So-called solutions covering a part of Iraq will never be the solutions that Turkey will accept. Even if there are such social organizations beyond that, it can never be raised to the level of a separate political organization. But again, these political parties should not forget that, As always, Turkey has never been behind anyone in helping all elements and groups of people in Northern Iraq, despite the authority vacuum and various impossibilities that have emerged in Northern Iraq. He did his best for their well-being. Therefore, some expressions that can be described as hostile towards Turkey are now accepted as expressions that go beyond their intent.
 
 QUESTION: Well, then it seems inevitable that there is tension in relations with the KDP. It is even said that this disturbs Washington, and that there are or will be some attempts to relieve this tension before a possible operation. Have there been any such initiatives from Washington to Ankara?
 
 MINISTER: Of course, within the framework of this strategic cooperation with the USA, we negotiate not only regional but all issues. In addition, our bilateral relations are so versatile that we also meet with them. Therefore, these issues are of course discussed and discussed with the USA. This should not mean that we have a special expectation from the USA. But if everyone living in the country of Iraq has certain thoughts about the future, then we will always support their thoughts in terms of the Iraqi people as a whole. Because the destiny of a country is determined by the people of that country. So there is nothing here. So there is no such thing as talking to the Americans about what should happen in Iraq. I'm trying to point it out. But of course we consult on regional issues.
 
 QUESTION: Well, if I remember correctly, Ambassador Uğur Ziyal, Undersecretary of the Ministry of Foreign Affairs, is going to Washington. It's about you going to New York for the opening of the UN General Assembly in the middle of next month. Will you go from there to Washington? Will you have a contact with your American interlocutor? And all these, such repeated contacts, are the signs that the American operation is approaching?
 
 MINISTER: No. So I disagree with your last statement. Because the USA has not yet made a decision about what steps to take on regional issues. We want all the problems in the region to be resolved peacefully. In addition, we do not want anyone to harm their territorial integrity and independence, as I have just mentioned. Again, we look at the Iraq issue within this general framework. As I just mentioned, our strategic relations with the United States are within the framework of our partnership, and as you know, Turkey, the closest ally of the United States for years, is also in this region, and we always have political consultations within this framework. The delegation headed by the Undersecretary of the Ministry of Foreign Affairs, Mr. Ziyal, discussed all political issues that can be addressed within the framework of this strategic cooperation. as well as making a routine visit to discuss all economic and political issues in our existing bilateral relations with the United States. So, you know, they come from there, and from there they go from the Ministry of Foreign Affairs to our people. I will be in the USA within the framework of the UN General Assembly. Nothing has been finalized yet, but it is likely that the US Secretary of State, Mr. I will also have a meeting with Powell.
 
 QUESTION: Well, if you excuse me, I would like to go back to Northern Iraq again. The allegations that the Turkish soldiers will operate there and enter Mosul and Kirkuk are constantly being voiced by Barzani. Was Barzani somehow warned that he constantly brings such issues to the agenda in the wrong way? Or Barzani being summoned here these days, is that kind of thing in question? Because these are very dangerous issues.
 
 MINISTER: You know, they have representatives here as well. Necessary warnings have already been made.
 
 QUESTION: Well, I would like to continue on Iraq. Because this is probably the issue that interests us the most in foreign policy. Allegations and rumors that the American operation will be carried out in December, January, or February at the latest, so to speak, are running rampant. Are our preparations complete for all this? Now, against a wave of immigrants. Also, you say routine meetings again, but was there a request from the Americans during these meetings or before these meetings, sir?
 
 MINISTER: No, there is no demand. In fact, we do not expect such an operation. You know, all kinds of speculations are made on this subject, all kinds of opinions are expressed. But if you remember, we were exposed to such a wave of immigration in the past and in 1990. Of course, Turkey will never want any developments in the region that will turn everything upside down and drive people from their homes and places. But all kinds of important or sad, unexpected developments in the region are calculated by us and necessary precautions are taken. Let no one be in any doubt about it.
 
 QUESTION: I would like to ask one last question about Iraq. You recently went to Jordan. There you met with your Jordanian interlocutor. You met with the Iraqi Foreign Minister, albeit in a surprising way. Will such visits to the capitals of countries neighboring Iraq continue? Or is it a question of you going to Baghdad?
 
 MINISTER: I will not go to Baghdad, but not this weekend, I will go to Tehran next weekend. At the invitation of the Honorable Foreign Minister of Iran, my one-day working visit will be there.
 
 QUESTION: Is that a routine too, Mr. Minister?
 
 MINISTER: It is considered routine. Because a visit from us had to be made there by the way. And when I received such a kind and sincere invitation, I decided to go to Iran in order to further develop our good relations with our neighbors. A one-day study visit.
 
 QUESTION: You say routine. But often important issues come up. Well, let's shift the geography a little bit to the west. On relations with the EU, I think you will have a few visits there as well. Can you give us his information? Where are you going and what will be the main theme you will cover?
 
 MINISTER: There will be a working trip for a few days, which will take place in the first half of September. There, too, Brussels and Strasbourg are in the first place. And there, if possible, with the Prime Minister of Belgium, if possible, with the Minister of Foreign Affairs, if it is not possible, then in Strasbourg, as you know, the European Parliament convenes there, the Commission works there, I will have meetings with the relevant and responsible persons of both the Commission and the Parliament. Our aim in this is as follows: Turkey has done very important work in the last period in order to improve EU relations and to take the steps in its National Program. Moreover, at a time when the political instability in Turkey was at its peak, the Turkish Grand National Assembly did this in a way that reflected the will of the Turkish people. And we even went beyond the timing in our National Program, you know. After that first package, we were able to enact the Job Security Law. Therefore, our expectation now is, of course, that parallel steps or similar steps will be taken by the EU. This, of course, is to get a negotiation schedule and to make a decision to start negotiation.
 
 QUESTION: But didn't the excitement fade a little in the Turkish public? In other words, when those EU laws came out, everyone was sleeping with EU laws. Now focusing more on the electoral process, alliances on the right and left, it seems as if the EU remained in the background. Or I don't have a tongue to say but it's almost forgotten?
 
 MINISTER: Of course, those who raised this issue to show off, and those who wanted to turn it into an ideology of new formations or new government proposals by creating a polarization in Turkish society, may have understood and forgotten the futility of this, but, in this regard, Turkey's rights and We, who are tasked with protecting their interests, have not forgotten. Therefore, since we were able to take these steps, we took the steps we needed to take. It is our duty to explain this to our interlocutors, thinking that the EU should approach Turkey within the framework of objective criteria and give Turkey a negotiation calendar before the end of this year.
 
 MURAT AKGÜN (NTV): Thank you, Minister."
2003-12-02,2/12/2003,No:24 -;12 Şubat 2003,No:24 -;12 February 2003,https://www.mfa.gov.tr/no_24--_12-subat-2003.tr.mfa,,0,0,0,0,1,0,0,,,,"In the context of a possible threat to our country in a possible Iraq operation, Turkey made its official application to the NATO Secretary General on February 10, 2003 for the initiation of consultations in the NATO Council in accordance with Article 4 of the North Atlantic Treaty. Thereupon, NATO Council held consultations during the last two days, and these consultations are still ongoing.
 NATO Secretary General Lord Robertson has put forward a consensus proposal on the defense support that can be given to our country by NATO today. This proposal of the Secretary General is considered to constitute a good basis for ensuring consensus among the Allies. The reconciliation proposal links some priority planning work to a timetable that will result in earlier results.
 It is normal for NATO consultations on such critical issues to continue for some time in their own dynamic, with Allies expressing their views in this process. However, it is essential that a decision be taken by the Allies as a result of ongoing consultations. The point that should be emphasized here is that all Allies have confirmed without hesitation that they will fulfill their collective obligations for the defense of our country in the event of an attack on our country.
 Turkey expects a decision at the NATO Council to be taken on the basis of the Secretary General's proposal, within the framework of the consultation process that allows the Allies to be informed in detail about the risks that the developments related to the ongoing process in Iraq may cause for our country's security and the measures that can be taken against them."
2003-04-03,3/4/2003,"No:34 - 4 Mart 2003, Irak´ın Kuzeyinde Belirli Kesimlerin Türkiye Aleyhtarı Bir Kampanya Başlattıklarının Görülmesine Dair Açıklama","No: 34 - March 4, 2003, Statement Regarding the Observation of Certain Sections of Northern Iraq Launching an Anti-Turkey Campaign",https://www.mfa.gov.tr/no_34---4-mart-2003_-irak_in-kuzeyinde-belirli-kesimlerin-turkiye-aleyhtari-bir-kampanya-baslattiklarinin-gorulmesine-dair-aciklama.tr.mfa,,0,0,1,0,0,0,0,-,0,0,"Recently, it has been observed that certain sections of northern Iraq have started an anti-Turkey campaign. First, at the meeting of Iraqi opposition groups held in the city of Saladin, Iraq under the control of these groups, it was aimed to target Turkey by pretending that Turkey has an ambition on Iraqi soil and on the free will of the Iraqi nation. Afterwards, the region witnessed anti-Turkey demonstrations that gave the impression of being guided. Various outbursts were made in these demonstrations. It is clear that such behavior will not benefit anyone.
 
 Turkey considers the Arab, Kurdish, Turkoman and all other segments that make up the Iraqi nation as brothers and desires the future of Iraq to rise on the basis of its territorial integrity and national unity."
21/03/2003,3/21/2003,"No:45 - 21 Mart 2003, NATO Genel Sekreterinin Türkiye ile İlgili Yaptığı Açıklama","No: 45 - March 21, 2003, Statement of NATO Secretary General on Turkey",https://www.mfa.gov.tr/no_45---21-mart-2003_-nato-genel-sekreterinin-turkiye-ile-ilgili-yaptigi-aciklama.tr.mfa,,0,0,0,0,1,0,0,,,,"Upon the start of the conflict in Iraq yesterday (March 20, 2003), NATO Secretary General Lord Robertson stated that the North Atlantic Council and the Defense Planning Committee met on the same day to review the developments regarding the Iraq operation and that Turkey was the target of an attack during the Iraq War. made a statement emphasizing that the Alliance has demonstrated its determination to fulfill its obligations stemming from the Washington Treaty towards Turkey.The Secretary General stated the following in his statement:“After the start of the operations, which included some Allies, as of last night, this morning the Permanent Representatives of NATO met as the North Atlantic Council and the Defense Planning Committee. This afternoon there will be a meeting between NATO and Partner countries at the Euro-Atlantic Partnership Council.At the North Atlantic Council, the Allies received briefings from US and British representatives and agreed to continue regular and detailed briefings and consultations. The Permanent Representatives also evaluated the situation regarding Turkey and expressed their determination to continue to fulfill its treaty obligations towards a member state under threat. In the Defense Planning Committee, the Allies reviewed NATO's defense measures to support Turkey. By deploying equipment such as AWACS and air defense missiles, NATO is currently acting to help defend Turkey against threats from Iraq and deter attack.Last night, in light of the evolving situation, the NATO Defense Planning Committee approved changes to strengthen the rules of engagement for NATO forces in Turkey. These rules will enable our forces to carry out their duties effectively, whatever the circumstances. NATO deployments are, in their nature, purely defensive measures, in sharp isolation from other military operations in the region. In the event of any attack on Turkey, NATO will fulfill its obligations under the Washington Treaty.In the challenging days and weeks ahead, NATO will continue to meet and act as the primary forum for transatlantic security consultations. There are many NATO Allies and Partner countries in the coalition that participated in the operation against Saddam Hussein's regime. We have begun to discuss the humanitarian and post-crisis issues of greatest importance to all Allies.At this difficult time, my thoughts are with the coalition troops and the Iraqi people. I expect the dispute to be resolved soon”.It is announced to the public with respect."
2003-04-04,4/4/2003,"No:55 - 4 Nisan 2003, Irak´a Yapılan Gıda Yardımı","No:55 - April 4, 2003, Food Aid to Iraq",https://www.mfa.gov.tr/no_55---4-nisan-2003_-irak_a-yapilan-gida-yardimi.tr.mfa,,0,0,1,0,0,0,0,,,,"The food aid of the United Nations World Food Program, consisting of 500 tons of flour for Iraq, passed through our Habur border gate to Dohuk with a convoy of 20 trucks today.
 The shipment in question constitutes the first part of the World Food Program's aid campaign for northern Iraq, where food shortages are beginning to appear.
 The World Food Program will continue to ship a total of 6,244 tons of flour procured from our country to northern Iraq with Turkish trucks in the coming days.
 As always, Turkey will continue to provide all necessary conveniences and contributions in the delivery of humanitarian aid to Iraq."
2003-12-08,8/12/2003,"No:159 -;12 Eylül 2003, Türk ve Amerikan Heyetlerinin Terörle Mücadele Toplantısı hk.","No:159 -; 12 September 2003, Regarding the Anti-Terrorism Meeting of Turkish and American Delegations.",https://www.mfa.gov.tr/no_159--_12-eylul-2003_-turk-ve-amerikan-heyetlerinin-terorle-mucadele-toplantisi-hk_.tr.mfa,,0,0,0,0,0,0,1,PKK,0,0,"Turkish and American delegations met in Ankara today (September 12), confirming the determination of the two countries in the fight against terrorism, and had open and sincere talks within the framework of their close cooperation on this issue.
 
 The talks constituted the first step of the process initiated together for the elimination of the PKK/KADEK terrorist organization from Northern Iraq.
 
 In this context, a technical meeting on the details of the cooperation between the two countries will be held in Ankara in the coming weeks."
